LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,DONALD J TRUMP,CLAUDIA DE LA CRUZ,KAMALA D HARRIS,R F KENNEDY JR,CHASE OLIVER,JILL STEIN,
LOS ANGELES,9000601C,991,453,N, ,VBM PORTION,1527,244,14,1210,15,1,21, 
LOS ANGELES,9000601C,991,453,N,3614,TOTAL,2239,451,22,1684,20,2,30, 
LOS ANGELES,9000603A,992,475,N, ,POLLING PLACE,576,128,9,391,14,2,19, 
LOS ANGELES,9000603A,992,475,N, ,VBM PORTION,1011,132,29,778,9,4,28, 
LOS ANGELES,9000603A,992,475,N,2532,TOTAL,1587,260,38,1169,23,6,47, 
LOS ANGELES,9000606A,7423,248,N, ,POLLING PLACE,170,77,2,83,3,1,3, 
LOS ANGELES,9000606A,7423,248,N, ,VBM PORTION,465,103,4,342,6,0,2, 
LOS ANGELES,9000606A,7423,248,N,871,TOTAL,635,180,6,425,9,1,5, 
LOS ANGELES,9000612A,993,151,N, ,POLLING PLACE,550,346,0,173,8,5,9, 
LOS ANGELES,9000612A,993,151,N, ,VBM PORTION,1722,657,1,982,17,7,15, 
LOS ANGELES,9000612A,993,151,N,2958,TOTAL,2272,1003,1,1155,25,12,24, 
LOS ANGELES,9000622A,7424,808,N, ,POLLING PLACE,9,0,0,9,0,0,0, 
LOS ANGELES,9000622A,7424,808,N, ,VBM PORTION,26,6,0,19,1,0,0, 
LOS ANGELES,9000622A,7424,808,N,47,TOTAL,35,6,0,28,1,0,0, 
LOS ANGELES,9000623A,994,637,N, ,POLLING PLACE,504,182,3,305,4,1,5, 
LOS ANGELES,9000623A,994,637,N, ,VBM PORTION,887,173,6,672,9,2,9, 
LOS ANGELES,9000623A,994,637,N,3270,TOTAL,1391,355,9,977,13,3,14, 
LOS ANGELES,9000628A,995,275,N, ,POLLING PLACE,750,440,1,274,10,5,7, 
LOS ANGELES,9000628A,995,275,N, ,VBM PORTION,2290,763,3,1411,22,7,22, 
LOS ANGELES,9000628A,995,275,N,4086,TOTAL,3040,1203,4,1685,32,12,29, 
LOS ANGELES,9000631A,996,251,N, ,POLLING PLACE,491,199,9,265,11,0,2, 
LOS ANGELES,9000631A,996,251,N, ,VBM PORTION,859,243,6,576,10,2,12, 
LOS ANGELES,9000631A,996,251,N,2663,TOTAL,1350,442,15,841,21,2,14, 
LOS ANGELES,9000634A,997,272,N, ,POLLING PLACE,559,375,2,164,6,3,0, 
LOS ANGELES,9000634A,997,272,N, ,VBM PORTION,1118,456,5,609,15,4,9, 
LOS ANGELES,9000634A,997,272,N,2432,TOTAL,1677,831,7,773,21,7,9, 
LOS ANGELES,9000639A,998,272,N, ,POLLING PLACE,735,507,3,203,11,0,2, 
LOS ANGELES,9000639A,998,272,N, ,VBM PORTION,1552,570,9,878,21,12,12, 
LOS ANGELES,9000639A,998,272,N,3265,TOTAL,2287,1077,12,1081,32,12,14, 
LOS ANGELES,9000641A,999,272,N, ,POLLING PLACE,754,500,1,215,12,4,8, 
LOS ANGELES,9000641A,999,272,N, ,VBM PORTION,1696,674,4,927,20,7,14, 
LOS ANGELES,9000641A,999,272,N,3501,TOTAL,2450,1174,5,1142,32,11,22, 
LOS ANGELES,9000642C,1000,453,N, ,POLLING PLACE,909,239,9,627,9,2,11, 
LOS ANGELES,9000642C,1000,453,N, ,VBM PORTION,2071,392,16,1552,24,9,40, 
LOS ANGELES,9000642C,1000,453,N,4531,TOTAL,2980,631,25,2179,33,11,51, 
LOS ANGELES,9000648A,1001,842,N, ,POLLING PLACE,546,297,3,229,7,2,3, 
LOS ANGELES,9000648A,1001,842,N, ,VBM PORTION,1094,282,4,755,16,4,10, 
LOS ANGELES,9000648A,1001,842,N,2584,TOTAL,1640,579,7,984,23,6,13, 
LOS ANGELES,9000668B,1002,283,N, ,POLLING PLACE,886,381,4,468,12,2,5, 
LOS ANGELES,9000668B,1002,283,N, ,VBM PORTION,2326,505,6,1724,23,5,28, 
LOS ANGELES,9000668B,1002,283,N,4978,TOTAL,3212,886,10,2192,35,7,33, 
LOS ANGELES,9000682A,1003,453,N, ,POLLING PLACE,471,146,4,301,8,0,4, 
LOS ANGELES,9000682A,1003,453,N, ,VBM PORTION,952,179,11,720,8,2,22, 
LOS ANGELES,9000682A,1003,453,N,2429,TOTAL,1423,325,15,1021,16,2,26, 
LOS ANGELES,9000686A,7425,250,N, ,POLLING PLACE,88,32,2,54,0,0,0, 
LOS ANGELES,9000686A,7425,250,N, ,VBM PORTION,197,48,0,144,2,0,2, 
LOS ANGELES,9000686A,7425,250,N,495,TOTAL,285,80,2,198,2,0,2, 
LOS ANGELES,9000692A,7426,260,N, ,POLLING PLACE,389,175,3,193,7,0,4, 
LOS ANGELES,9000692A,7426,260,N, ,VBM PORTION,798,185,5,560,19,2,11, 
LOS ANGELES,9000692A,7426,260,N,1633,TOTAL,1187,360,8,753,26,2,15, 
LOS ANGELES,9000694A,1004,475,N, ,POLLING PLACE,861,209,1,603,8,4,13, 
LOS ANGELES,9000694A,1004,475,N, ,VBM PORTION,3427,445,21,2804,26,17,50, 
LOS ANGELES,9000694A,1004,475,N,5182,TOTAL,4288,654,22,3407,34,21,63, 
LOS ANGELES,9000695A,1005,272,N, ,POLLING PLACE,538,402,5,120,6,0,2, 
LOS ANGELES,9000695A,1005,272,N, ,VBM PORTION,1120,473,3,590,12,5,8, 
LOS ANGELES,9000695A,1005,272,N,2496,TOTAL,1658,875,8,710,18,5,10, 
LOS ANGELES,9000699B,1006,475,N, ,POLLING PLACE,493,79,3,389,4,0,4, 
LOS ANGELES,9000699B,1006,475,N, ,VBM PORTION,2285,175,10,1967,25,9,37, 
LOS ANGELES,9000699B,1006,475,N,3304,TOTAL,2778,254,13,2356,29,9,41, 
LOS ANGELES,9000700B,7427,476,N, ,POLLING PLACE,42,19,0,20,1,0,1, 
LOS ANGELES,9000700B,7427,476,N, ,VBM PORTION,155,19,0,126,2,1,2, 
LOS ANGELES,9000700B,7427,476,N,241,TOTAL,197,38,0,146,3,1,3, 
LOS ANGELES,9000709A,1007,251,N, ,POLLING PLACE,781,297,6,450,13,0,8, 
LOS ANGELES,9000709A,1007,251,N, ,VBM PORTION,1163,318,8,784,19,4,12, 
LOS ANGELES,9000709A,1007,251,N,3670,TOTAL,1944,615,14,1234,32,4,20, 
LOS ANGELES,9000712A,7428,454,N, ,POLLING PLACE,160,32,0,122,1,1,3, 
LOS ANGELES,9000712A,7428,454,N, ,VBM PORTION,831,64,2,741,3,4,3, 
LOS ANGELES,9000712A,7428,454,N,1180,TOTAL,991,96,2,863,4,5,6, 
LOS ANGELES,9000716A,7429,514,N, ,POLLING PLACE,30,9,0,14,0,0,4, 
LOS ANGELES,9000716A,7429,514,N, ,VBM PORTION,20,6,0,11,0,1,0, 
LOS ANGELES,9000716A,7429,514,N,89,TOTAL,50,15,0,25,0,1,4, 
LOS ANGELES,9000727A,1008,283,N, ,POLLING PLACE,725,288,7,393,7,5,5, 
LOS ANGELES,9000727A,1008,283,N, ,VBM PORTION,1519,310,12,1130,14,3,16, 
LOS ANGELES,9000727A,1008,283,N,3949,TOTAL,2244,598,19,1523,21,8,21, 
LOS ANGELES,9000731A,7430,517,N, ,POLLING PLACE,435,131,5,275,12,0,5, 
LOS ANGELES,9000731A,7430,517,N, ,VBM PORTION,984,223,16,693,15,4,16, 
LOS ANGELES,9000731A,7430,517,N,2230,TOTAL,1419,354,21,968,27,4,21, 
LOS ANGELES,9000733A,1009,274,N, ,POLLING PLACE,714,393,6,288,10,2,8, 
LOS ANGELES,9000733A,1009,274,N, ,VBM PORTION,1732,491,6,1125,25,7,27, 
LOS ANGELES,9000733A,1009,274,N,3639,TOTAL,2446,884,12,1413,35,9,35, 
LOS ANGELES,9000736A,1010,260,N, ,POLLING PLACE,926,230,9,642,14,3,11, 
LOS ANGELES,9000736A,1010,260,N, ,VBM PORTION,1844,239,19,1504,13,1,31, 
LOS ANGELES,9000736A,1010,260,N,3825,TOTAL,2770,469,28,2146,27,4,42, 
LOS ANGELES,9000739A,7431,531,N, ,POLLING PLACE,20,8,1,10,0,1,0, 
LOS ANGELES,9000739A,7431,531,N, ,VBM PORTION,43,4,0,35,1,0,3, 
LOS ANGELES,9000739A,7431,531,N,90,TOTAL,63,12,1,45,1,1,3, 
LOS ANGELES,9000748A,1011,637,N, ,POLLING PLACE,470,174,5,277,3,2,3, 
LOS ANGELES,9000748A,1011,637,N, ,VBM PORTION,754,166,1,560,8,0,7, 
LOS ANGELES,9000748A,1011,637,N,2982,TOTAL,1224,340,6,837,11,2,10, 
LOS ANGELES,9000763A,1012,517,N, ,POLLING PLACE,355,122,3,213,3,1,7, 
LOS ANGELES,9000763A,1012,517,N, ,VBM PORTION,605,147,4,427,7,2,7, 
LOS ANGELES,9000763A,1012,517,N,1928,TOTAL,960,269,7,640,10,3,14, 
LOS ANGELES,9000766A,1013,478,N, ,POLLING PLACE,424,158,2,250,5,3,1, 
LOS ANGELES,9000766A,1013,478,N, ,VBM PORTION,1538,306,10,1146,21,1,20, 
LOS ANGELES,9000766A,1013,478,N,2536,TOTAL,1962,464,12,1396,26,4,21, 
LOS ANGELES,9000770A,1014,480,N, ,POLLING PLACE,527,136,6,355,6,1,16, 
LOS ANGELES,9000770A,1014,480,N, ,VBM PORTION,1115,180,20,861,6,2,23, 
LOS ANGELES,9000770A,1014,480,N,2661,TOTAL,1642,316,26,1216,12,3,39, 
LOS ANGELES,9000780B,1015,284,N, ,POLLING PLACE,823,426,3,370,11,4,5, 
LOS ANGELES,9000780B,1015,284,N, ,VBM PORTION,2232,594,8,1514,24,5,40, 
LOS ANGELES,9000780B,1015,284,N,4905,TOTAL,3055,1020,11,1884,35,9,45, 
LOS ANGELES,9000784A,7432,449,N, ,POLLING PLACE,110,41,0,64,1,0,3, 
LOS ANGELES,9000784A,7432,449,N, ,VBM PORTION,589,306,6,248,14,1,5, 
LOS ANGELES,9000784A,7432,449,N,1056,TOTAL,699,347,6,312,15,1,8, 
LOS ANGELES,9000789B,1016,477,N, ,POLLING PLACE,621,197,5,383,13,3,9, 
LOS ANGELES,9000789B,1016,477,N, ,VBM PORTION,1783,295,14,1385,18,4,15, 
LOS ANGELES,9000789B,1016,477,N,3445,TOTAL,2404,492,19,1768,31,7,24, 
LOS ANGELES,9000798C,7433,479,N, ,POLLING PLACE,242,55,4,167,3,0,6, 
LOS ANGELES,9000798C,7433,479,N, ,VBM PORTION,718,68,8,595,9,1,20, 
LOS ANGELES,9000798C,7433,479,N,1391,TOTAL,960,123,12,762,12,1,26, 
LOS ANGELES,9000801A,1017,274,N, ,POLLING PLACE,866,542,2,291,12,3,2, 
LOS ANGELES,9000801A,1017,274,N, ,VBM PORTION,2227,764,6,1338,22,13,34, 
LOS ANGELES,9000801A,1017,274,N,4588,TOTAL,3093,1306,8,1629,34,16,36, 
LOS ANGELES,9000803D,1018,478,N, ,POLLING PLACE,457,150,3,280,5,2,7, 
LOS ANGELES,9000803D,1018,478,N, ,VBM PORTION,1712,274,16,1349,11,4,20, 
LOS ANGELES,9000803D,1018,478,N,2826,TOTAL,2169,424,19,1629,16,6,27, 
LOS ANGELES,9000810A,7434,277,N, ,POLLING PLACE,0,0,0,0,0,0,0, 
LOS ANGELES,9000810A,7434,277,N, ,VBM PORTION,0,0,0,0,0,0,0, 
LOS ANGELES,9000810A,7434,277,N,0,TOTAL,0,0,0,0,0,0,0, 
LOS ANGELES,9000816A,7435,477,N, ,POLLING PLACE,232,63,2,154,3,1,5, 
LOS ANGELES,9000816A,7435,477,N, ,VBM PORTION,564,61,9,464,4,0,5, 
LOS ANGELES,9000816A,7435,477,N,1165,TOTAL,796,124,11,618,7,1,10, 
LOS ANGELES,9000819A,1019,476,N, ,POLLING PLACE,435,141,4,267,9,2,6, 
LOS ANGELES,9000819A,1019,476,N, ,VBM PORTION,1093,153,10,874,19,3,15, 
LOS ANGELES,9000819A,1019,476,N,2125,TOTAL,1528,294,14,1141,28,5,21, 
LOS ANGELES,9000821A,1020,479,N, ,POLLING PLACE,469,135,4,305,1,3,13, 
LOS ANGELES,9000821A,1020,479,N, ,VBM PORTION,1308,165,19,1054,9,2,32, 
LOS ANGELES,9000821A,1020,479,N,2594,TOTAL,1777,300,23,1359,10,5,45, 
LOS ANGELES,9000826A,1021,476,N, ,POLLING PLACE,619,119,2,461,9,4,16, 
LOS ANGELES,9000826A,1021,476,N, ,VBM PORTION,2459,195,13,2157,16,6,40, 
LOS ANGELES,9000826A,1021,476,N,3868,TOTAL,3078,314,15,2618,25,10,56, 
LOS ANGELES,9000841A,7436,452,N, ,POLLING PLACE,68,24,0,42,0,0,1, 
LOS ANGELES,9000841A,7436,452,N, ,VBM PORTION,290,40,4,235,2,2,2, 
LOS ANGELES,9000841A,7436,452,N,450,TOTAL,358,64,4,277,2,2,3, 
LOS ANGELES,9000843A,1022,480,N, ,POLLING PLACE,544,129,2,384,5,3,10, 
LOS ANGELES,9000843A,1022,480,N, ,VBM PORTION,2532,295,23,2085,27,7,36, 
LOS ANGELES,9000843A,1022,480,N,3823,TOTAL,3076,424,25,2469,32,10,46, 
LOS ANGELES,9000852B,7437,476,N, ,POLLING PLACE,134,14,0,114,0,0,4, 
LOS ANGELES,9000852B,7437,476,N, ,VBM PORTION,453,32,3,400,1,1,9, 
LOS ANGELES,9000852B,7437,476,N,670,TOTAL,587,46,3,514,1,1,13, 
LOS ANGELES,9000855A,1023,476,N, ,POLLING PLACE,623,88,5,499,5,3,15, 
LOS ANGELES,9000855A,1023,476,N, ,VBM PORTION,2461,134,26,2200,16,2,44, 
LOS ANGELES,9000855A,1023,476,N,3730,TOTAL,3084,222,31,2699,21,5,59, 
LOS ANGELES,9000856A,1024,477,N, ,POLLING PLACE,496,134,3,324,7,1,19, 
LOS ANGELES,9000856A,1024,477,N, ,VBM PORTION,1327,163,18,1078,13,2,25, 
LOS ANGELES,9000856A,1024,477,N,2725,TOTAL,1823,297,21,1402,20,3,44, 
LOS ANGELES,9000866A,7438,476,N, ,POLLING PLACE,420,41,3,355,5,1,9, 
LOS ANGELES,9000866A,7438,476,N, ,VBM PORTION,2140,129,9,1895,21,5,41, 
LOS ANGELES,9000866A,7438,476,N,2913,TOTAL,2560,170,12,2250,26,6,50, 
LOS ANGELES,9000867A,1025,821,N, ,POLLING PLACE,342,86,3,240,5,2,0, 
LOS ANGELES,9000867A,1025,821,N, ,VBM PORTION,653,97,2,515,6,1,7, 
LOS ANGELES,9000867A,1025,821,N,2503,TOTAL,995,183,5,755,11,3,7, 
LOS ANGELES,9000871B,1026,476,N, ,POLLING PLACE,383,70,2,288,3,0,13, 
LOS ANGELES,9000871B,1026,476,N, ,VBM PORTION,1228,87,11,1057,8,1,28, 
LOS ANGELES,9000871B,1026,476,N,2167,TOTAL,1611,157,13,1345,11,1,41, 
LOS ANGELES,9000874A,1027,475,N, ,POLLING PLACE,676,120,7,513,10,3,15, 
LOS ANGELES,9000874A,1027,475,N, ,VBM PORTION,2365,205,24,1987,22,7,60, 
LOS ANGELES,9000874A,1027,475,N,3840,TOTAL,3041,325,31,2500,32,10,75, 
LOS ANGELES,9000876A,1028,479,N, ,POLLING PLACE,501,130,4,338,10,1,10, 
LOS ANGELES,9000876A,1028,479,N, ,VBM PORTION,1139,159,17,897,11,3,25, 
LOS ANGELES,9000876A,1028,479,N,2581,TOTAL,1640,289,21,1235,21,4,35, 
LOS ANGELES,9000882A,1029,477,N, ,POLLING PLACE,566,184,4,350,9,0,8, 
LOS ANGELES,9000882A,1029,477,N, ,VBM PORTION,2000,293,10,1575,33,4,30, 
LOS ANGELES,9000882A,1029,477,N,3395,TOTAL,2566,477,14,1925,42,4,38, 
LOS ANGELES,9000884B,1030,516,N, ,POLLING PLACE,750,226,8,481,7,0,14, 
LOS ANGELES,9000884B,1030,516,N, ,VBM PORTION,2089,504,25,1452,16,5,30, 
LOS ANGELES,9000884B,1030,516,N,4654,TOTAL,2839,730,33,1933,23,5,44, 
LOS ANGELES,9000885A,1031,479,N, ,POLLING PLACE,380,102,3,246,6,4,11, 
LOS ANGELES,9000885A,1031,479,N, ,VBM PORTION,1108,122,11,888,16,2,34, 
LOS ANGELES,9000885A,1031,479,N,2003,TOTAL,1488,224,14,1134,22,6,45, 
LOS ANGELES,9000892A,1032,477,N, ,POLLING PLACE,725,230,7,460,8,1,7, 
LOS ANGELES,9000892A,1032,477,N, ,VBM PORTION,1674,290,25,1273,26,0,12, 
LOS ANGELES,9000892A,1032,477,N,3907,TOTAL,2399,520,32,1733,34,1,19, 
LOS ANGELES,9000896A,1033,477,N, ,POLLING PLACE,618,209,5,370,18,0,6, 
LOS ANGELES,9000896A,1033,477,N, ,VBM PORTION,1235,221,10,954,13,4,15, 
LOS ANGELES,9000896A,1033,477,N,2892,TOTAL,1853,430,15,1324,31,4,21, 
LOS ANGELES,9000902B,1034,477,N, ,POLLING PLACE,503,162,3,314,7,1,7, 
LOS ANGELES,9000902B,1034,477,N, ,VBM PORTION,865,167,8,637,19,2,10, 
LOS ANGELES,9000902B,1034,477,N,2334,TOTAL,1368,329,11,951,26,3,17, 
LOS ANGELES,9000904A,1035,477,N, ,POLLING PLACE,436,145,4,269,4,1,8, 
LOS ANGELES,9000904A,1035,477,N, ,VBM PORTION,939,202,13,675,11,0,21, 
LOS ANGELES,9000904A,1035,477,N,2159,TOTAL,1375,347,17,944,15,1,29, 
LOS ANGELES,9000906A,1036,635,N, ,POLLING PLACE,520,176,4,324,4,0,3, 
LOS ANGELES,9000906A,1036,635,N, ,VBM PORTION,797,158,9,608,11,2,0, 
LOS ANGELES,9000906A,1036,635,N,3050,TOTAL,1317,334,13,932,15,2,3, 
LOS ANGELES,9000907A,1037,477,N, ,POLLING PLACE,508,154,9,304,12,4,11, 
LOS ANGELES,9000907A,1037,477,N, ,VBM PORTION,1392,243,8,1074,23,1,13, 
LOS ANGELES,9000907A,1037,477,N,2906,TOTAL,1900,397,17,1378,35,5,24, 
LOS ANGELES,9000908B,1038,684,N, ,POLLING PLACE,241,52,1,178,4,1,3, 
LOS ANGELES,9000908B,1038,684,N, ,VBM PORTION,647,72,5,533,6,0,8, 
LOS ANGELES,9000908B,1038,684,N,1662,TOTAL,888,124,6,711,10,1,11, 
LOS ANGELES,9000913D,1039,477,N, ,POLLING PLACE,633,132,12,452,16,3,10, 
LOS ANGELES,9000913D,1039,477,N, ,VBM PORTION,1285,208,12,990,19,1,29, 
LOS ANGELES,9000913D,1039,477,N,2822,TOTAL,1918,340,24,1442,35,4,39, 
LOS ANGELES,9000921A,1040,635,N, ,POLLING PLACE,413,142,3,259,7,0,1, 
LOS ANGELES,9000921A,1040,635,N, ,VBM PORTION,704,116,10,554,9,1,7, 
LOS ANGELES,9000921A,1040,635,N,2920,TOTAL,1117,258,13,813,16,1,8, 
LOS ANGELES,9000922D,1041,479,N, ,POLLING PLACE,349,88,6,228,5,1,13, 
LOS ANGELES,9000922D,1041,479,N, ,VBM PORTION,889,136,25,667,8,5,24, 
LOS ANGELES,9000922D,1041,479,N,2049,TOTAL,1238,224,31,895,13,6,37, 
LOS ANGELES,9000923A,7439,515,N, ,POLLING PLACE,293,114,4,160,6,1,4, 
LOS ANGELES,9000923A,7439,515,N, ,VBM PORTION,733,141,8,544,7,0,19, 
LOS ANGELES,9000923A,7439,515,N,1926,TOTAL,1026,255,12,704,13,1,23, 
LOS ANGELES,9000926A,7440,635,N, ,POLLING PLACE,241,89,0,146,3,0,0, 
LOS ANGELES,9000926A,7440,635,N, ,VBM PORTION,278,61,3,206,3,0,4, 
LOS ANGELES,9000926A,7440,635,N,1204,TOTAL,519,150,3,352,6,0,4, 
LOS ANGELES,9000929B,1042,479,N, ,POLLING PLACE,688,169,12,463,12,4,14, 
LOS ANGELES,9000929B,1042,479,N, ,VBM PORTION,1901,216,25,1545,14,5,32, 
LOS ANGELES,9000929B,1042,479,N,3681,TOTAL,2589,385,37,2008,26,9,46, 
LOS ANGELES,9000933A,7441,506,N, ,POLLING PLACE,216,52,2,147,3,0,6, 
LOS ANGELES,9000933A,7441,506,N, ,VBM PORTION,528,92,6,396,7,1,11, 
LOS ANGELES,9000933A,7441,506,N,1180,TOTAL,744,144,8,543,10,1,17, 
LOS ANGELES,9000942A,7442,834,N, ,POLLING PLACE,282,148,2,123,3,3,0, 
LOS ANGELES,9000942A,7442,834,N, ,VBM PORTION,919,309,4,555,14,5,14, 
LOS ANGELES,9000942A,7442,834,N,1755,TOTAL,1201,457,6,678,17,8,14, 
LOS ANGELES,9000945A,1043,636,N, ,POLLING PLACE,336,98,3,223,4,0,2, 
LOS ANGELES,9000945A,1043,636,N, ,VBM PORTION,572,84,2,465,9,1,6, 
LOS ANGELES,9000945A,1043,636,N,2013,TOTAL,908,182,5,688,13,1,8, 
LOS ANGELES,9000956E,7443,452,N, ,POLLING PLACE,25,9,0,16,0,0,0, 
LOS ANGELES,9000956E,7443,452,N, ,VBM PORTION,133,28,0,100,1,0,2, 
LOS ANGELES,9000956E,7443,452,N,189,TOTAL,158,37,0,116,1,0,2, 
LOS ANGELES,9000958A,1044,637,N, ,POLLING PLACE,561,172,6,367,7,1,2, 
LOS ANGELES,9000958A,1044,637,N, ,VBM PORTION,813,166,11,607,7,1,8, 
LOS ANGELES,9000958A,1044,637,N,3268,TOTAL,1374,338,17,974,14,2,10, 
LOS ANGELES,9000961A,7444,514,N, ,POLLING PLACE,29,14,0,13,0,0,1, 
LOS ANGELES,9000961A,7444,514,N, ,VBM PORTION,26,5,0,19,0,0,2, 
LOS ANGELES,9000961A,7444,514,N,104,TOTAL,55,19,0,32,0,0,3, 
LOS ANGELES,9000962A,1045,480,N, ,POLLING PLACE,716,199,3,475,11,2,13, 
LOS ANGELES,9000962A,1045,480,N, ,VBM PORTION,2103,297,12,1688,19,4,33, 
LOS ANGELES,9000962A,1045,480,N,3919,TOTAL,2819,496,15,2163,30,6,46, 
LOS ANGELES,9000966A,1046,475,N, ,POLLING PLACE,720,201,10,467,10,2,17, 
LOS ANGELES,9000966A,1046,475,N, ,VBM PORTION,1957,243,23,1564,25,1,41, 
LOS ANGELES,9000966A,1046,475,N,3815,TOTAL,2677,444,33,2031,35,3,58, 
LOS ANGELES,9000969A,1047,476,N, ,POLLING PLACE,647,145,12,450,11,0,17, 
LOS ANGELES,9000969A,1047,476,N, ,VBM PORTION,2059,232,17,1674,20,7,49, 
LOS ANGELES,9000969A,1047,476,N,3643,TOTAL,2706,377,29,2124,31,7,66, 
LOS ANGELES,9000969C,7445,475,N, ,POLLING PLACE,10,0,0,9,1,0,0, 
LOS ANGELES,9000969C,7445,475,N, ,VBM PORTION,31,3,1,27,0,0,0, 
LOS ANGELES,9000969C,7445,475,N,82,TOTAL,41,3,1,36,1,0,0, 
LOS ANGELES,9000970A,1048,475,N, ,POLLING PLACE,688,135,4,499,11,3,20, 
LOS ANGELES,9000970A,1048,475,N, ,VBM PORTION,1866,173,35,1534,15,3,55, 
LOS ANGELES,9000970A,1048,475,N,3640,TOTAL,2554,308,39,2033,26,6,75, 
LOS ANGELES,9000977A,1049,635,N, ,POLLING PLACE,426,116,2,287,11,1,5, 
LOS ANGELES,9000977A,1049,635,N, ,VBM PORTION,720,134,1,558,14,0,4, 
LOS ANGELES,9000977A,1049,635,N,2746,TOTAL,1146,250,3,845,25,1,9, 
LOS ANGELES,9000978A,1050,251,N, ,POLLING PLACE,696,297,7,365,6,2,8, 
LOS ANGELES,9000978A,1050,251,N, ,VBM PORTION,1296,354,10,884,10,7,11, 
LOS ANGELES,9000978A,1050,251,N,3687,TOTAL,1992,651,17,1249,16,9,19, 
LOS ANGELES,9000979A,1051,636,N, ,POLLING PLACE,449,142,5,280,10,2,3, 
LOS ANGELES,9000979A,1051,636,N, ,VBM PORTION,663,153,4,479,12,0,7, 
LOS ANGELES,9000979A,1051,636,N,2626,TOTAL,1112,295,9,759,22,2,10, 
LOS ANGELES,9000980A,7446,249,N, ,POLLING PLACE,30,17,0,13,0,0,0, 
LOS ANGELES,9000980A,7446,249,N, ,VBM PORTION,67,15,0,47,0,0,3, 
LOS ANGELES,9000980A,7446,249,N,171,TOTAL,97,32,0,60,0,0,3, 
LOS ANGELES,9000981A,1052,636,N, ,POLLING PLACE,495,144,3,327,7,1,5, 
LOS ANGELES,9000981A,1052,636,N, ,VBM PORTION,773,170,1,567,5,1,11, 
LOS ANGELES,9000981A,1052,636,N,2597,TOTAL,1268,314,4,894,12,2,16, 
LOS ANGELES,9000986A,1053,635,N, ,POLLING PLACE,382,147,5,214,8,0,2, 
LOS ANGELES,9000986A,1053,635,N, ,VBM PORTION,807,159,3,609,16,0,8, 
LOS ANGELES,9000986A,1053,635,N,2815,TOTAL,1189,306,8,823,24,0,10, 
LOS ANGELES,9000988A,1054,261,N, ,POLLING PLACE,818,361,2,431,7,0,7, 
LOS ANGELES,9000988A,1054,261,N, ,VBM PORTION,2189,449,15,1618,22,11,26, 
LOS ANGELES,9000988A,1054,261,N,4018,TOTAL,3007,810,17,2049,29,11,33, 
LOS ANGELES,9001000A,1055,541,N, ,POLLING PLACE,348,100,8,220,3,0,9, 
LOS ANGELES,9001000A,1055,541,N, ,VBM PORTION,756,148,11,573,5,0,11, 
LOS ANGELES,9001000A,1055,541,N,2221,TOTAL,1104,248,19,793,8,0,20, 
LOS ANGELES,9001001A,1056,833,N, ,POLLING PLACE,530,231,5,278,5,2,5, 
LOS ANGELES,9001001A,1056,833,N, ,VBM PORTION,1318,364,6,889,18,2,18, 
LOS ANGELES,9001001A,1056,833,N,3358,TOTAL,1848,595,11,1167,23,4,23, 
LOS ANGELES,9001005A,1057,834,N, ,POLLING PLACE,679,363,3,301,6,1,3, 
LOS ANGELES,9001005A,1057,834,N, ,VBM PORTION,1744,529,8,1119,32,5,25, 
LOS ANGELES,9001005A,1057,834,N,3799,TOTAL,2423,892,11,1420,38,6,28, 
LOS ANGELES,9001019E,7447,275,N, ,POLLING PLACE,9,5,0,4,0,0,0, 
LOS ANGELES,9001019E,7447,275,N, ,VBM PORTION,124,13,0,108,1,0,1, 
LOS ANGELES,9001019E,7447,275,N,152,TOTAL,133,18,0,112,1,0,1, 
LOS ANGELES,9001021A,7448,275,N, ,POLLING PLACE,510,276,2,211,2,2,9, 
LOS ANGELES,9001021A,7448,275,N, ,VBM PORTION,1319,349,6,908,16,2,15, 
LOS ANGELES,9001021A,7448,275,N,2343,TOTAL,1829,625,8,1119,18,4,24, 
LOS ANGELES,9001023A,1058,515,N, ,POLLING PLACE,723,252,7,425,10,1,13, 
LOS ANGELES,9001023A,1058,515,N, ,VBM PORTION,1753,382,9,1274,12,1,37, 
LOS ANGELES,9001023A,1058,515,N,4135,TOTAL,2476,634,16,1699,22,2,50, 
LOS ANGELES,9001024A,1059,636,N, ,POLLING PLACE,491,128,3,333,11,3,9, 
LOS ANGELES,9001024A,1059,636,N, ,VBM PORTION,675,137,8,510,5,1,6, 
LOS ANGELES,9001024A,1059,636,N,2343,TOTAL,1166,265,11,843,16,4,15, 
LOS ANGELES,9001025A,7449,511,N, ,POLLING PLACE,103,25,0,76,0,0,0, 
LOS ANGELES,9001025A,7449,511,N, ,VBM PORTION,103,12,2,83,3,0,1, 
LOS ANGELES,9001025A,7449,511,N,256,TOTAL,206,37,2,159,3,0,1, 
LOS ANGELES,9001027A,7450,276,N, ,POLLING PLACE,117,53,0,53,2,1,5, 
LOS ANGELES,9001027A,7450,276,N, ,VBM PORTION,385,115,0,253,3,0,6, 
LOS ANGELES,9001027A,7450,276,N,611,TOTAL,502,168,0,306,5,1,11, 
LOS ANGELES,9001029A,1060,277,N, ,POLLING PLACE,770,394,1,349,6,2,8, 
